,Pre-pulse (mV),,Holding Potential: -120mV,,,,,,,,,,,,,,,,,,,,
Time (ms),-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,,,,,,,,,
99.40,1.42E-11,-6.96E-12,1.64E-13,-1.17E-11,5.37E-12,-3.03E-11,-3.00E-11,-5.30E-11,-6.18E-11,-9.41E-11,-1.33E-10,-2.31E-10,-4.15E-10,-7.58E-10,,,,,,,,,
99.50,2.52E-11,1.05E-11,2.98E-12,-7.33E-12,-1.15E-11,-3.75E-11,-2.37E-11,-5.30E-11,-6.18E-11,-7.91E-11,-1.41E-10,-2.38E-10,-4.34E-10,-7.65E-10,,,,,,,,,
99.60,1.67E-11,-6.33E-12,1.64E-13,4.87E-13,-1.21E-11,-9.68E-12,-3.19E-11,-5.92E-11,-6.50E-11,-9.26E-11,-1.49E-10,-2.38E-10,-4.38E-10,-7.53E-10,,,,,,,,,
99.70,1.98E-11,-1.82E-11,1.05E-11,-1.76E-11,9.95E-13,-1.37E-11,-2.91E-11,-6.49E-11,-6.18E-11,-1.13E-10,-1.31E-10,-2.40E-10,-4.36E-10,-7.58E-10,,,,,,,,,
99.80,1.92E-11,-5.39E-12,-1.09E-12,-3.17E-11,5.06E-12,-2.38E-11,-3.50E-11,-5.24E-11,-6.53E-11,-1.06E-10,-1.31E-10,-2.35E-10,-4.33E-10,-7.58E-10,,,,,,,,,
99.90,1.44E-13,3.98E-12,6.42E-12,-1.39E-11,-3.69E-12,-1.44E-11,-5.31E-11,-3.33E-11,-6.22E-11,-9.32E-11,-1.31E-10,-2.36E-10,-4.42E-10,-7.50E-10,,,,,,,,,
100.00,-7.94E-13,-3.92E-13,8.29E-12,4.24E-12,-2.09E-11,-1.47E-11,-4.12E-11,-4.33E-11,-4.37E-11,-8.44E-11,-1.34E-10,-2.29E-10,-4.42E-10,-7.57E-10,,,,,,,,,
100.10,-1.05E-11,-1.45E-11,-6.09E-12,-8.27E-12,-7.13E-12,-2.06E-11,-2.19E-11,-5.58E-11,-5.59E-11,-1.07E-10,-1.54E-10,-2.30E-10,-4.39E-10,-7.48E-10,,,,,,,,,
100.20,-1.14E-11,-7.27E-12,1.95E-11,-2.73E-11,-1.06E-11,-2.38E-11,-5.03E-11,-4.45E-11,-6.93E-11,-1.10E-10,-1.71E-10,-2.57E-10,-4.49E-10,-7.65E-10,,,,,,,,,
100.30,-2.96E-11,-4.77E-12,1.39E-10,-2.39E-11,-1.78E-11,-1.41E-11,-6.81E-11,-3.36E-11,-1.01E-10,-1.11E-10,-1.62E-10,-3.46E-10,-4.00E-10,-8.09E-10,,,,,,,,,
100.40,2.92E-11,5.77E-11,1.55E-10,3.96E-11,7.32E-11,4.60E-11,-1.15E-11,1.14E-11,-5.56E-11,-6.51E-11,-1.04E-10,-2.76E-10,-3.78E-10,-7.60E-10,,,,,,,,,
100.50,-8.30E-12,3.81E-11,5.74E-11,5.11E-11,8.70E-11,6.41E-11,4.38E-11,3.08E-11,-8.08E-12,-2.57E-11,-7.35E-11,-1.76E-10,-3.60E-10,-7.14E-10,,,,,,,,,
100.60,-5.27E-10,-3.57E-10,-2.62E-10,-1.66E-10,-1.15E-10,-1.11E-10,-8.25E-11,-9.83E-11,-9.90E-11,-1.17E-10,-1.71E-10,-2.01E-10,-4.24E-10,-7.51E-10,,,,,,,,,
100.70,-1.66E-09,-1.22E-09,-8.87E-10,-6.28E-10,-5.44E-10,-4.86E-10,-4.90E-10,-4.56E-10,-3.99E-10,-3.81E-10,-4.41E-10,-4.02E-10,-6.24E-10,-8.81E-10,,,,,,,,,
100.80,-3.09E-09,-2.37E-09,-1.68E-09,-1.22E-09,-1.08E-09,-1.01E-09,-9.59E-10,-8.92E-10,-7.74E-10,-7.44E-10,-7.76E-10,-7.05E-10,-8.82E-10,-1.11E-09,,,,,,,,,
100.90,-4.42E-09,-3.45E-09,-2.41E-09,-1.77E-09,-1.57E-09,-1.49E-09,-1.39E-09,-1.28E-09,-1.15E-09,-1.09E-09,-1.07E-09,-9.76E-10,-1.12E-09,-1.35E-09,,,,,,,,,
101.00,-5.35E-09,-4.23E-09,-2.93E-09,-2.17E-09,-1.93E-09,-1.82E-09,-1.69E-09,-1.57E-09,-1.41E-09,-1.33E-09,-1.27E-09,-1.18E-09,-1.28E-09,-1.51E-09,,,,,,,,,
101.10,-5.79E-09,-4.66E-09,-3.18E-09,-2.37E-09,-2.08E-09,-1.94E-09,-1.84E-09,-1.73E-09,-1.55E-09,-1.45E-09,-1.38E-09,-1.30E-09,-1.38E-09,-1.59E-09,,,,,,,,,
101.20,-5.80E-09,-4.73E-09,-3.22E-09,-2.39E-09,-2.07E-09,-1.91E-09,-1.81E-09,-1.74E-09,-1.57E-09,-1.46E-09,-1.39E-09,-1.32E-09,-1.39E-09,-1.59E-09,,,,,,,,,
101.30,-5.49E-09,-4.54E-09,-3.08E-09,-2.28E-09,-1.96E-09,-1.79E-09,-1.67E-09,-1.63E-09,-1.49E-09,-1.38E-09,-1.33E-09,-1.26E-09,-1.34E-09,-1.58E-09,,,,,,,,,
101.40,-4.99E-09,-4.17E-09,-2.84E-09,-2.08E-09,-1.79E-09,-1.63E-09,-1.51E-09,-1.46E-09,-1.37E-09,-1.29E-09,-1.20E-09,-1.16E-09,-1.27E-09,-1.52E-09,,,,,,,,,
101.50,-4.39E-09,-3.71E-09,-2.57E-09,-1.86E-09,-1.60E-09,-1.45E-09,-1.36E-09,-1.30E-09,-1.22E-09,-1.16E-09,-1.08E-09,-1.06E-09,-1.18E-09,-1.42E-09,,,,,,,,,
101.60,-3.82E-09,-3.27E-09,-2.28E-09,-1.69E-09,-1.43E-09,-1.30E-09,-1.19E-09,-1.15E-09,-1.09E-09,-1.05E-09,-9.90E-10,-9.76E-10,-1.11E-09,-1.36E-09,,,,,,,,,
101.70,-3.32E-09,-2.88E-09,-2.06E-09,-1.53E-09,-1.28E-09,-1.16E-09,-1.06E-09,-1.04E-09,-9.98E-10,-9.58E-10,-9.14E-10,-9.21E-10,-1.06E-09,-1.30E-09,,,,,,,,,
101.80,-2.90E-09,-2.55E-09,-1.87E-09,-1.40E-09,-1.18E-09,-1.03E-09,-9.78E-10,-9.66E-10,-9.20E-10,-9.00E-10,-8.39E-10,-8.85E-10,-1.02E-09,-1.26E-09,,,,,,,,,
101.90,-2.58E-09,-2.29E-09,-1.71E-09,-1.31E-09,-1.09E-09,-9.53E-10,-9.04E-10,-9.00E-10,-8.52E-10,-8.54E-10,-8.13E-10,-8.61E-10,-9.74E-10,-1.24E-09,,,,,,,,,
102.00,-2.33E-09,-2.09E-09,-1.57E-09,-1.24E-09,-1.04E-09,-9.08E-10,-8.21E-10,-8.64E-10,-7.94E-10,-8.19E-10,-8.05E-10,-8.38E-10,-9.49E-10,-1.24E-09,,,,,,,,,
102.10,-2.15E-09,-1.94E-09,-1.47E-09,-1.19E-09,-9.93E-10,-8.70E-10,-7.94E-10,-8.19E-10,-7.63E-10,-7.72E-10,-7.93E-10,-8.16E-10,-9.38E-10,-1.23E-09,,,,,,,,,
102.20,-2.03E-09,-1.84E-09,-1.39E-09,-1.13E-09,-9.43E-10,-8.13E-10,-7.76E-10,-7.68E-10,-7.20E-10,-7.36E-10,-7.64E-10,-7.75E-10,-9.31E-10,-1.25E-09,,,,,,,,,
102.30,-1.91E-09,-1.75E-09,-1.34E-09,-1.07E-09,-9.22E-10,-7.71E-10,-7.37E-10,-7.12E-10,-6.84E-10,-6.98E-10,-7.36E-10,-7.62E-10,-9.35E-10,-1.26E-09,,,,,,,,,
102.40,-1.83E-09,-1.68E-09,-1.31E-09,-1.03E-09,-8.94E-10,-7.56E-10,-7.15E-10,-6.72E-10,-6.71E-10,-6.88E-10,-7.30E-10,-7.73E-10,-9.35E-10,-1.24E-09,,,,,,,,,
102.50,-1.76E-09,-1.62E-09,-1.28E-09,-1.00E-09,-8.73E-10,-7.20E-10,-6.77E-10,-6.36E-10,-6.62E-10,-6.53E-10,-6.86E-10,-7.48E-10,-9.28E-10,-1.22E-09,,,,,,,,,
102.60,-1.72E-09,-1.58E-09,-1.22E-09,-9.89E-10,-8.53E-10,-6.94E-10,-6.37E-10,-6.28E-10,-6.39E-10,-6.24E-10,-6.57E-10,-7.25E-10,-9.10E-10,-1.21E-09,,,,,,,,,
102.70,-1.66E-09,-1.52E-09,-1.18E-09,-9.67E-10,-8.18E-10,-6.55E-10,-6.07E-10,-5.89E-10,-5.95E-10,-5.85E-10,-6.46E-10,-6.98E-10,-8.99E-10,-1.21E-09,,,,,,,,,
102.80,-1.62E-09,-1.47E-09,-1.16E-09,-9.26E-10,-8.12E-10,-6.19E-10,-5.86E-10,-5.56E-10,-5.60E-10,-5.67E-10,-6.49E-10,-6.86E-10,-9.06E-10,-1.20E-09,,,,,,,,,
102.90,-1.57E-09,-1.43E-09,-1.13E-09,-9.06E-10,-7.89E-10,-6.09E-10,-5.83E-10,-5.38E-10,-5.44E-10,-5.60E-10,-6.48E-10,-6.83E-10,-8.96E-10,-1.17E-09,,,,,,,,,
103.00,-1.50E-09,-1.40E-09,-1.11E-09,-8.95E-10,-7.66E-10,-5.72E-10,-5.63E-10,-5.18E-10,-5.48E-10,-5.54E-10,-6.35E-10,-6.65E-10,-8.98E-10,-1.17E-09,,,,,,,,,
103.10,-1.47E-09,-1.36E-09,-1.08E-09,-8.80E-10,-7.44E-10,-5.69E-10,-5.37E-10,-5.06E-10,-5.20E-10,-5.53E-10,-6.00E-10,-6.62E-10,-8.90E-10,-1.16E-09,,,,,,,,,
103.20,-1.43E-09,-1.32E-09,-1.06E-09,-8.64E-10,-7.56E-10,-5.55E-10,-5.09E-10,-4.88E-10,-5.09E-10,-5.61E-10,-5.91E-10,-6.66E-10,-8.70E-10,-1.16E-09,,,,,,,,,
103.30,-1.39E-09,-1.28E-09,-1.05E-09,-8.35E-10,-7.52E-10,-5.33E-10,-4.89E-10,-4.58E-10,-5.06E-10,-5.44E-10,-5.81E-10,-6.75E-10,-8.66E-10,-1.16E-09,,,,,,,,,
103.40,-1.35E-09,-1.25E-09,-1.04E-09,-8.28E-10,-7.09E-10,-5.24E-10,-4.96E-10,-4.37E-10,-4.83E-10,-5.45E-10,-5.65E-10,-6.62E-10,-8.61E-10,-1.16E-09,,,,,,,,,
103.50,-1.31E-09,-1.22E-09,-1.01E-09,-8.13E-10,-6.81E-10,-5.27E-10,-4.82E-10,-4.35E-10,-4.63E-10,-5.28E-10,-5.63E-10,-6.39E-10,-8.56E-10,-1.15E-09,,,,,,,,,
103.60,-1.28E-09,-1.20E-09,-1.00E-09,-8.23E-10,-6.65E-10,-5.00E-10,-4.69E-10,-4.45E-10,-4.68E-10,-5.02E-10,-5.39E-10,-6.24E-10,-8.49E-10,-1.14E-09,,,,,,,,,
103.70,-1.26E-09,-1.16E-09,-9.92E-10,-8.07E-10,-6.51E-10,-4.69E-10,-4.53E-10,-4.31E-10,-4.64E-10,-4.89E-10,-5.47E-10,-6.32E-10,-8.41E-10,-1.14E-09,,,,,,,,,
103.80,-1.23E-09,-1.13E-09,-9.89E-10,-7.82E-10,-6.50E-10,-4.66E-10,-4.24E-10,-4.38E-10,-4.44E-10,-4.72E-10,-5.42E-10,-6.22E-10,-8.30E-10,-1.13E-09,,,,,,,,,
103.90,-1.19E-09,-1.12E-09,-9.45E-10,-7.73E-10,-6.36E-10,-4.57E-10,-4.12E-10,-3.97E-10,-4.33E-10,-4.62E-10,-5.20E-10,-6.05E-10,-8.16E-10,-1.12E-09,,,,,,,,,
104.00,-1.17E-09,-1.10E-09,-9.52E-10,-7.69E-10,-6.31E-10,-4.26E-10,-4.20E-10,-3.87E-10,-4.29E-10,-4.77E-10,-5.05E-10,-6.08E-10,-8.23E-10,-1.13E-09,,,,,,,,,
104.10,-1.14E-09,-1.08E-09,-9.35E-10,-7.79E-10,-6.32E-10,-4.22E-10,-4.05E-10,-4.04E-10,-4.33E-10,-4.60E-10,-5.08E-10,-6.08E-10,-8.31E-10,-1.12E-09,,,,,,,,,
104.20,-1.10E-09,-1.05E-09,-9.07E-10,-7.61E-10,-6.08E-10,-4.16E-10,-3.90E-10,-4.08E-10,-4.27E-10,-4.60E-10,-5.00E-10,-5.97E-10,-8.20E-10,-1.11E-09,,,,,,,,,
104.30,-1.04E-09,-1.01E-09,-8.93E-10,-7.47E-10,-5.86E-10,-4.34E-10,-3.80E-10,-3.86E-10,-4.04E-10,-4.57E-10,-5.10E-10,-5.84E-10,-8.05E-10,-1.12E-09,,,,,,,,,
104.40,-1.01E-09,-9.93E-10,-8.79E-10,-7.31E-10,-5.76E-10,-4.29E-10,-3.69E-10,-3.78E-10,-4.03E-10,-4.48E-10,-5.10E-10,-5.86E-10,-7.90E-10,-1.12E-09,,,,,,,,,
104.50,-9.95E-10,-9.73E-10,-8.72E-10,-7.43E-10,-5.94E-10,-4.24E-10,-3.66E-10,-3.54E-10,-4.07E-10,-4.40E-10,-5.06E-10,-5.96E-10,-8.04E-10,-1.11E-09,,,,,,,,,
104.60,-9.75E-10,-9.58E-10,-8.61E-10,-7.25E-10,-5.81E-10,-4.27E-10,-3.43E-10,-3.41E-10,-3.99E-10,-4.32E-10,-4.90E-10,-6.04E-10,-7.95E-10,-1.09E-09,,,,,,,,,
104.70,-9.56E-10,-9.36E-10,-8.41E-10,-7.05E-10,-5.66E-10,-4.12E-10,-3.43E-10,-3.37E-10,-3.74E-10,-4.44E-10,-4.94E-10,-5.87E-10,-7.91E-10,-1.10E-09,,,,,,,,,
104.80,-9.50E-10,-9.04E-10,-8.14E-10,-7.17E-10,-5.54E-10,-3.82E-10,-3.53E-10,-3.33E-10,-3.63E-10,-4.43E-10,-4.88E-10,-5.68E-10,-7.96E-10,-1.09E-09,,,,,,,,,
104.90,-9.30E-10,-8.99E-10,-7.80E-10,-6.88E-10,-5.60E-10,-3.87E-10,-3.68E-10,-3.40E-10,-3.39E-10,-4.32E-10,-4.56E-10,-5.68E-10,-7.91E-10,-1.09E-09,,,,,,,,,
105.00,-9.18E-10,-9.06E-10,-7.78E-10,-6.67E-10,-5.64E-10,-3.90E-10,-3.52E-10,-3.20E-10,-3.53E-10,-4.14E-10,-4.59E-10,-5.79E-10,-8.00E-10,-1.09E-09,,,,,,,,,
105.10,-9.02E-10,-8.86E-10,-7.82E-10,-6.52E-10,-5.54E-10,-3.73E-10,-3.32E-10,-3.03E-10,-3.60E-10,-4.15E-10,-4.54E-10,-5.81E-10,-8.00E-10,-1.09E-09,,,,,,,,,
105.20,-8.98E-10,-8.56E-10,-7.92E-10,-6.54E-10,-5.38E-10,-3.67E-10,-3.19E-10,-2.98E-10,-3.42E-10,-3.98E-10,-4.57E-10,-5.54E-10,-7.80E-10,-1.09E-09,,,,,,,,,
105.30,-8.75E-10,-8.25E-10,-7.79E-10,-6.53E-10,-5.26E-10,-3.59E-10,-3.05E-10,-2.94E-10,-3.31E-10,-4.01E-10,-4.56E-10,-5.68E-10,-7.75E-10,-1.07E-09,,,,,,,,,
105.40,-8.51E-10,-8.27E-10,-7.62E-10,-6.63E-10,-5.29E-10,-3.40E-10,-3.03E-10,-2.91E-10,-3.08E-10,-3.95E-10,-4.40E-10,-5.64E-10,-7.79E-10,-1.05E-09,,,,,,,,,
105.50,-8.35E-10,-8.20E-10,-7.33E-10,-6.58E-10,-5.29E-10,-3.35E-10,-3.01E-10,-2.88E-10,-3.00E-10,-3.92E-10,-4.43E-10,-5.62E-10,-7.66E-10,-1.07E-09,,,,,,,,,
105.60,-8.39E-10,-8.11E-10,-7.12E-10,-6.39E-10,-5.14E-10,-3.30E-10,-2.93E-10,-2.73E-10,-2.90E-10,-3.77E-10,-4.55E-10,-5.64E-10,-7.81E-10,-1.05E-09,,,,,,,,,
105.70,-8.14E-10,-8.14E-10,-7.10E-10,-6.47E-10,-5.25E-10,-3.33E-10,-3.04E-10,-2.72E-10,-3.07E-10,-3.74E-10,-4.43E-10,-5.60E-10,-7.59E-10,-1.06E-09,,,,,,,,,
105.80,-8.08E-10,-8.00E-10,-7.23E-10,-6.58E-10,-5.41E-10,-3.39E-10,-2.92E-10,-2.62E-10,-3.05E-10,-3.74E-10,-4.30E-10,-5.55E-10,-7.36E-10,-1.07E-09,,,,,,,,,
105.90,-7.92E-10,-7.83E-10,-7.06E-10,-6.49E-10,-5.19E-10,-3.31E-10,-2.79E-10,-2.70E-10,-3.02E-10,-3.84E-10,-4.46E-10,-5.43E-10,-7.45E-10,-1.03E-09,,,,,,,,,
106.00,-7.75E-10,-7.80E-10,-7.11E-10,-6.31E-10,-5.06E-10,-3.33E-10,-2.86E-10,-2.71E-10,-3.06E-10,-3.83E-10,-4.40E-10,-5.31E-10,-7.51E-10,-1.04E-09,,,,,,,,,
106.10,-7.64E-10,-7.67E-10,-7.17E-10,-6.34E-10,-5.14E-10,-3.30E-10,-2.73E-10,-2.66E-10,-3.01E-10,-3.72E-10,-4.40E-10,-5.12E-10,-7.27E-10,-1.03E-09,,,,,,,,,
106.20,-7.54E-10,-7.53E-10,-7.08E-10,-6.19E-10,-5.25E-10,-3.24E-10,-2.53E-10,-2.60E-10,-3.06E-10,-3.65E-10,-4.31E-10,-5.16E-10,-7.26E-10,-1.03E-09,,,,,,,,,
106.30,-7.38E-10,-7.42E-10,-6.58E-10,-6.18E-10,-5.16E-10,-3.12E-10,-2.70E-10,-2.55E-10,-2.94E-10,-3.58E-10,-4.25E-10,-5.30E-10,-7.27E-10,-1.03E-09,,,,,,,,,
106.40,-7.16E-10,-7.17E-10,-6.43E-10,-6.05E-10,-5.29E-10,-3.04E-10,-2.67E-10,-2.49E-10,-2.86E-10,-3.59E-10,-4.24E-10,-5.38E-10,-7.18E-10,-1.02E-09,,,,,,,,,
106.50,-6.96E-10,-7.27E-10,-6.53E-10,-6.01E-10,-5.08E-10,-2.90E-10,-2.59E-10,-2.54E-10,-2.76E-10,-3.57E-10,-4.10E-10,-5.38E-10,-7.19E-10,-1.03E-09,,,,,,,,,
106.60,-6.89E-10,-7.31E-10,-6.49E-10,-6.06E-10,-4.97E-10,-2.76E-10,-2.48E-10,-2.42E-10,-2.59E-10,-3.35E-10,-4.11E-10,-5.07E-10,-7.09E-10,-1.03E-09,,,,,,,,,
106.70,-6.93E-10,-7.42E-10,-6.48E-10,-5.87E-10,-5.10E-10,-2.84E-10,-2.46E-10,-2.38E-10,-2.59E-10,-3.16E-10,-4.01E-10,-5.03E-10,-7.20E-10,-1.02E-09,,,,,,,,,
106.80,-6.86E-10,-7.36E-10,-6.48E-10,-5.71E-10,-4.94E-10,-2.96E-10,-2.38E-10,-2.33E-10,-2.71E-10,-3.10E-10,-4.10E-10,-5.10E-10,-7.29E-10,-1.01E-09,,,,,,,,,
106.90,-6.83E-10,-7.11E-10,-6.24E-10,-5.74E-10,-5.04E-10,-3.01E-10,-2.46E-10,-2.41E-10,-2.79E-10,-3.13E-10,-4.02E-10,-4.97E-10,-7.31E-10,-1.03E-09,,,,,,,,,
107.00,-6.87E-10,-6.85E-10,-6.15E-10,-5.90E-10,-4.83E-10,-2.95E-10,-2.38E-10,-2.60E-10,-2.65E-10,-3.17E-10,-3.95E-10,-4.85E-10,-7.16E-10,-1.02E-09,,,,,,,,,
107.10,-6.94E-10,-6.59E-10,-6.31E-10,-5.83E-10,-4.85E-10,-2.99E-10,-2.47E-10,-2.28E-10,-2.59E-10,-3.25E-10,-3.82E-10,-4.82E-10,-7.08E-10,-1.02E-09,,,,,,,,,
107.20,-6.66E-10,-6.61E-10,-6.29E-10,-5.66E-10,-4.70E-10,-2.89E-10,-2.44E-10,-2.16E-10,-2.77E-10,-3.44E-10,-4.03E-10,-4.83E-10,-7.16E-10,-9.83E-10,,,,,,,,,
107.30,-6.64E-10,-6.55E-10,-6.24E-10,-5.68E-10,-4.60E-10,-2.89E-10,-2.35E-10,-2.10E-10,-2.63E-10,-3.25E-10,-3.92E-10,-4.79E-10,-7.05E-10,-9.87E-10,,,,,,,,,
107.40,-6.55E-10,-6.46E-10,-5.97E-10,-5.71E-10,-4.56E-10,-2.89E-10,-2.16E-10,-2.12E-10,-2.30E-10,-3.06E-10,-3.88E-10,-4.88E-10,-7.03E-10,-9.96E-10,,,,,,,,,
107.50,-6.58E-10,-6.38E-10,-5.81E-10,-5.66E-10,-4.54E-10,-2.69E-10,-2.02E-10,-2.22E-10,-2.40E-10,-3.10E-10,-3.71E-10,-4.87E-10,-6.97E-10,-9.96E-10,,,,,,,,,
107.60,-6.29E-10,-6.21E-10,-5.75E-10,-5.69E-10,-4.52E-10,-2.74E-10,-2.19E-10,-2.22E-10,-2.62E-10,-3.11E-10,-3.59E-10,-4.92E-10,-6.96E-10,-9.89E-10,,,,,,,,,
107.70,-6.06E-10,-6.26E-10,-5.78E-10,-5.59E-10,-4.38E-10,-2.54E-10,-2.20E-10,-2.07E-10,-2.64E-10,-2.99E-10,-3.56E-10,-4.74E-10,-6.78E-10,-9.85E-10,,,,,,,,,
107.80,-6.03E-10,-6.05E-10,-5.81E-10,-5.53E-10,-4.21E-10,-2.52E-10,-2.30E-10,-2.07E-10,-2.62E-10,-2.90E-10,-3.47E-10,-4.78E-10,-6.96E-10,-9.85E-10,,,,,,,,,
107.90,-6.28E-10,-5.97E-10,-5.92E-10,-5.37E-10,-4.31E-10,-2.47E-10,-2.34E-10,-2.05E-10,-2.33E-10,-3.18E-10,-3.69E-10,-4.94E-10,-7.07E-10,-9.73E-10,,,,,,,,,
108.00,-6.19E-10,-6.01E-10,-5.88E-10,-5.26E-10,-4.18E-10,-2.42E-10,-2.22E-10,-2.06E-10,-2.43E-10,-3.03E-10,-3.75E-10,-4.74E-10,-6.91E-10,-9.78E-10,,,,,,,,,
108.10,-6.09E-10,-6.08E-10,-5.82E-10,-5.31E-10,-4.26E-10,-2.49E-10,-1.96E-10,-2.02E-10,-2.33E-10,-2.79E-10,-3.71E-10,-4.63E-10,-6.76E-10,-9.90E-10,,,,,,,,,
108.20,-6.10E-10,-6.02E-10,-5.87E-10,-5.26E-10,-4.20E-10,-2.49E-10,-2.07E-10,-1.95E-10,-2.15E-10,-2.76E-10,-3.67E-10,-4.58E-10,-6.95E-10,-9.73E-10,,,,,,,,,
108.30,-6.01E-10,-5.73E-10,-5.84E-10,-5.25E-10,-4.18E-10,-2.53E-10,-1.99E-10,-1.83E-10,-2.35E-10,-2.93E-10,-3.59E-10,-4.63E-10,-6.96E-10,-9.75E-10,,,,,,,,,
108.40,-5.98E-10,-5.72E-10,-5.71E-10,-5.14E-10,-4.15E-10,-2.56E-10,-2.11E-10,-1.88E-10,-2.45E-10,-2.77E-10,-3.61E-10,-4.65E-10,-6.83E-10,-9.73E-10,,,,,,,,,
108.50,-5.85E-10,-5.64E-10,-5.54E-10,-5.31E-10,-4.30E-10,-2.62E-10,-2.04E-10,-1.92E-10,-2.35E-10,-2.87E-10,-3.55E-10,-4.62E-10,-6.71E-10,-9.63E-10,,,,,,,,,
108.60,-5.83E-10,-5.64E-10,-5.59E-10,-5.15E-10,-4.19E-10,-2.64E-10,-1.97E-10,-2.22E-10,-2.32E-10,-2.84E-10,-3.42E-10,-4.71E-10,-6.81E-10,-9.60E-10,,,,,,,,,
108.70,-5.87E-10,-5.80E-10,-5.64E-10,-5.02E-10,-4.22E-10,-2.66E-10,-1.77E-10,-2.29E-10,-2.13E-10,-2.71E-10,-3.35E-10,-4.62E-10,-6.79E-10,-9.53E-10,,,,,,,,,
108.80,-5.95E-10,-5.72E-10,-5.63E-10,-5.19E-10,-4.26E-10,-2.61E-10,-1.82E-10,-2.12E-10,-2.19E-10,-2.66E-10,-3.28E-10,-4.38E-10,-6.70E-10,-9.51E-10,,,,,,,,,
108.90,-5.88E-10,-5.52E-10,-5.47E-10,-5.27E-10,-4.14E-10,-2.41E-10,-1.99E-10,-1.92E-10,-2.17E-10,-2.67E-10,-3.26E-10,-4.43E-10,-6.59E-10,-9.48E-10,,,,,,,,,
109.00,-5.82E-10,-5.56E-10,-5.37E-10,-5.20E-10,-3.86E-10,-2.48E-10,-1.80E-10,-1.82E-10,-2.14E-10,-2.70E-10,-3.37E-10,-4.29E-10,-6.52E-10,-9.70E-10,,,,,,,,,
109.10,-5.88E-10,-5.62E-10,-5.25E-10,-5.17E-10,-3.76E-10,-2.37E-10,-1.78E-10,-1.79E-10,-2.17E-10,-2.84E-10,-3.50E-10,-4.22E-10,-6.59E-10,-9.55E-10,,,,,,,,,
109.20,-5.63E-10,-5.59E-10,-5.12E-10,-5.15E-10,-3.72E-10,-2.34E-10,-1.83E-10,-1.93E-10,-2.32E-10,-2.81E-10,-3.41E-10,-4.22E-10,-6.49E-10,-9.52E-10,,,,,,,,,
109.30,-5.38E-10,-5.67E-10,-5.26E-10,-4.98E-10,-3.80E-10,-2.26E-10,-1.83E-10,-1.87E-10,-2.22E-10,-2.65E-10,-3.32E-10,-4.38E-10,-6.48E-10,-9.24E-10,,,,,,,,,
109.40,-5.52E-10,-5.55E-10,-5.32E-10,-5.01E-10,-3.90E-10,-2.15E-10,-1.72E-10,-1.87E-10,-2.17E-10,-2.60E-10,-3.38E-10,-4.45E-10,-6.62E-10,-9.31E-10,,,,,,,,,
109.50,-5.57E-10,-5.52E-10,-5.13E-10,-4.89E-10,-3.78E-10,-2.27E-10,-1.95E-10,-1.98E-10,-2.18E-10,-2.50E-10,-3.13E-10,-4.43E-10,-6.45E-10,-9.44E-10,,,,,,,,,
109.60,-5.53E-10,-5.55E-10,-4.97E-10,-4.87E-10,-3.65E-10,-2.31E-10,-1.90E-10,-1.94E-10,-2.18E-10,-2.53E-10,-3.10E-10,-4.54E-10,-6.38E-10,-9.43E-10,,,,,,,,,
109.70,-5.47E-10,-5.41E-10,-4.89E-10,-4.82E-10,-3.68E-10,-2.35E-10,-1.76E-10,-1.88E-10,-2.30E-10,-2.51E-10,-3.30E-10,-4.39E-10,-6.29E-10,-9.38E-10,,,,,,,,,
109.80,-5.36E-10,-5.37E-10,-4.89E-10,-4.79E-10,-3.67E-10,-2.24E-10,-1.80E-10,-1.78E-10,-2.05E-10,-2.43E-10,-3.17E-10,-4.15E-10,-6.43E-10,-9.26E-10,,,,,,,,,
109.90,-5.41E-10,-5.36E-10,-4.86E-10,-4.72E-10,-3.81E-10,-2.25E-10,-1.71E-10,-1.65E-10,-1.92E-10,-2.47E-10,-3.09E-10,-4.14E-10,-6.39E-10,-9.39E-10,,,,,,,,,
110.00,-5.27E-10,-5.28E-10,-4.77E-10,-4.64E-10,-3.83E-10,-2.12E-10,-1.66E-10,-1.53E-10,-1.93E-10,-2.32E-10,-3.01E-10,-4.15E-10,-6.21E-10,-9.45E-10,,,,,,,,,
110.10,-5.36E-10,-5.19E-10,-4.63E-10,-4.75E-10,-3.79E-10,-2.18E-10,-1.43E-10,-1.71E-10,-1.95E-10,-2.47E-10,-3.22E-10,-4.18E-10,-6.35E-10,-9.31E-10,,,,,,,,,
110.20,-5.20E-10,-5.13E-10,-4.75E-10,-4.90E-10,-3.72E-10,-2.27E-10,-1.34E-10,-1.76E-10,-1.92E-10,-2.42E-10,-3.14E-10,-4.13E-10,-6.37E-10,-9.32E-10,,,,,,,,,
110.30,-5.19E-10,-5.22E-10,-4.65E-10,-4.84E-10,-3.72E-10,-2.28E-10,-1.63E-10,-1.71E-10,-2.04E-10,-2.64E-10,-3.10E-10,-4.00E-10,-6.23E-10,-9.24E-10,,,,,,,,,
110.40,-4.97E-10,-5.13E-10,-4.65E-10,-4.83E-10,-3.58E-10,-2.15E-10,-1.69E-10,-1.66E-10,-2.02E-10,-2.56E-10,-3.00E-10,-4.05E-10,-6.19E-10,-9.29E-10,,,,,,,,,
